,russian_title,itm_title,ganers,rating,year
164,Гинтама: Полуфинал,Gintama: The Semi-Final,"['Экшен', 'Комедия', 'Исторический', 'Пародия', 'Самураи', 'Сёнен', 'Гэг юмор']",8.5,2021
165,Магическая битва 0. Фильм,Jujutsu Kaisen 0 Movie,"['Экшен', 'Сёнен', 'Фэнтези', 'Школа']",8.5,2021
166,Отчёт о буйстве духов,Yuu☆Yuu☆Hakusho,"['Экшен', 'Демоны', 'Сёнен', 'Фэнтези']",8.5,1992
167,Мелочи жизни,Nichijou,"['Комедия', 'Школа', 'Сёнен', 'Гэг юмор']",8.5,2011
168,Лагерь на свежем воздухе. Фильм,Yuru Camp△ Movie,"['Взрослые сейю', 'Повседневность', 'CGDCT', 'Ияшикей']",8.5,2022
169,Врата Штейна: Зона загрузки дежавю,Steins;Gate Movie: Fuka Ryouiki no Dejà vu,"['Фантастика', 'Драма']",8.5,2013
170,История финала,Owarimonogatari,"['Комедия', 'Детектив', 'Сверхъестественное', 'Вампиры']",8.5,2015
171,История финала: Продолжение,Zoku Owarimonogatari,"['Комедия', 'Детектив', 'Сверхъестественное', 'Вампиры']",8.5,2018
172,Этот замечательный мир! Багровая легенда,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,"['Приключения', 'Комедия', 'Пародия', 'Фэнтези', 'Исекай', 'Реинкарнация']",8.5,2019
173,Золотое божество 3 сезон,Golden Kamuy 3rd Season,"['Взрослые сейю', 'Военное', 'Экшен', 'Приключения', 'Исторический', 'Сейнен']",8.5,2020
174,Великий из бродячих псов 4 сезон,Bungou Stray Dogs 4th Season,"['Экшен', 'Детектив', 'Сверхъестественное', 'Супер сила', 'Сейнен', 'Взрослые сейю', 'Организованная преступность']",8.5,2023
175,Волейбол!!,Haikyuu!!,"['Спорт', 'Школа', 'Сёнен', 'Командный спорт']",8.4,2014
176,Невероятное приключение ДжоДжо: Рыцари звёздной пыли 2 сезон,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season / JJBASC2,"['Экшен', 'Приключения', 'Сёнен', 'Сверхъестественное']",8.4,2015
177,Re:Zero. Жизнь с нуля в альтернативном мире 2. Часть 2 сезон,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,"['Психологическое', 'Драма', 'Триллер', 'Фэнтези', 'Исекай', 'Путешествие во времени']",8.4,2021
178,Корзинка фруктов: Прелюдия,Fruits Basket: Prelude,"['Драма', 'Романтика', 'Сёдзе']",8.4,2022
179,Мононокэ,bakeneko,"['Демоны', 'Детектив', 'Фэнтези', 'Исторический', 'Ужасы', 'Сверхъестественное', 'Психологическое', 'Взрослые сейю']",8.4,2007
180,Гинтама: Лучшее из «Гинтамы» на Theater 2D,Gintama: Yorinuki Gintama-san on Theater 2D / Yorinuke Gintama,"['Экшен', 'Фантастика', 'Комедия', 'Исторический', 'Пародия', 'Самураи', 'Сёнен', 'Гэг юмор']",8.4,2012
181,Мастер муси: Следующая глава — Тернистый путь,Mushishi Zoku Shou: Odoro no Michi,"['Приключения', 'Повседневность', 'Детектив', 'Исторический', 'Сверхъестественное', 'Сейнен', 'Взрослые сейю', 'Ияшикей']",8.4,2014
182,Как воспитать героиню из обычной девушки: Финал,Saenai Heroine no Sodatekata Fine,"['Комедия', 'Гарем', 'Романтика', 'Школа', 'Культура отаку']",8.4,2019
183,Необъятный океан,Grand Blue,"['Комедия', 'Сейнен', 'Взрослые сейю']",8.4,2018
184,Озорная Такаги 3 сезон,Karakai Jouzu no Takagi-san 3,"['Комедия', 'Школа', 'Сёнен', 'Ияшикей', 'Романтический подтекст']",8.4,2022
185,Призрак в доспехах: Синдром одиночки,Koukaku Kidoutai: Stand Alone Complex / GitSSAC1,"['Экшен', 'Меха', 'Фантастика', 'Военное', 'Полиция', 'Сейнен', 'Взрослые сейю', 'Удостоено наград']",8.4,2002
186,Ох уж этот экстрасенс Сайки Кусуо! 2 сезон,Saiki Kusuo no Ψ-nan 2,"['Комедия', 'Школа', 'Сёнен', 'Сверхъестественное', 'Гэг юмор', 'Супер сила']",8.4,2018
187,Магистр дьявольского культа,Mo Dao Zu Shi,"['Фэнтези', 'Демоны', 'Экшен', 'Приключения', 'Исторический', 'Детектив', 'Драма', 'Реинкарнация']",8.4,2018
188,Задержи этот звук! 2 сезон,Kono Oto Tomare! Part 2,"['Драма', 'Школа', 'Сёнен', 'Музыка', 'Романтика', 'Исполнительское искусство']",8.4,2019
189,Охотник х Охотник,Hunter x Hunter (1999) / hxh99,"['Фэнтези', 'Экшен', 'Приключения', 'Сёнен']",8.4,1999
190,Атака титанов: Выбор без сожалений,Shingeki no Kyojin: Kuinaki Sentaku,['Экшен'],8.4,2014
191,Ох уж этот экстрасенс Сайки Кусуо!,Saiki Kusuo no Ψ-nan,"['Комедия', 'Сверхъестественное', 'Школа', 'Сёнен', 'Гэг юмор', 'Супер сила']",8.4,2016
192,Тетрадь дружбы Нацумэ: Эфемерная связь,Natsume Yuujinchou Movie: Utsusemi ni Musubu,"['Повседневность', 'Сверхъестественное', 'Драма', 'Сёдзе', 'Демоны', 'Ияшикей']",8.4,2018
193,Госпожа Кагуя: в любви как на войне,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,"['Комедия', 'Психологическое', 'Школа', 'Сейнен', 'Романтический подтекст']",8.4,2019
194,Вайолет Эвергарден: Вечность и призрак пера,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,"['Драма', 'Фэнтези']",8.4,2019
195,"Жозе, тигр и рыба",Josee to Tora to Sakana-tachi,"['Драма', 'Романтика', 'Изобразительное искусство']",8.4,2020
196,Виви: Песнь флюоритового глаза,Vivy: Fluorite Eye's Song,"['Фантастика', 'Музыка', 'Экшен', 'Триллер', 'Путешествие во времени']",8.4,2021
197,Предсмертный список зомби,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,"['Экшен', 'Комедия', 'Ужасы', 'Сверхъестественное', 'Взрослые сейю', 'Выживание', 'Сейнен']",8.4,Онгоинг
198,Мэйджор 5 сезон,Major S5,"['Спорт', 'Сёнен', 'Командный спорт']",8.4,2009
199,Гинтама 4: Любовные благовония,Gintama°: Aizome Kaori-hen,"['Комедия', 'Пародия', 'Гэг юмор', 'Сёнен']",8.4,2016
200,Укрась прощальное утро цветами обещания,Sayonara no Asa ni Yakusoku no Hana wo Kazarou / sayoasa,"['Драма', 'Фэнтези']",8.4,2018
201,Тетрадь дружбы Нацумэ 6: Спецвыпуски,Natsume Yuujinchou Roku Specials,"['Повседневность', 'Сверхъестественное', 'Драма', 'Сёдзе', 'Демоны', 'Ияшикей']",8.4,2017
202,"Судзумэ, закрывающая двери",Suzume no Tojimari,"['Приключения', 'Демоны', 'Фэнтези']",8.4,2022
203,Граница пустоты 7: Теория убийства — Часть 2,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go) / rakkyo,"['Экшен', 'Детектив', 'Романтика', 'Сверхъестественное', 'Триллер']",8.4,2009
204,"Очень приятно, Бог 2 OVA",Kamisama Hajimemashita: Kako-hen,"['Комедия', 'Демоны', 'Фэнтези', 'Сёдзе', 'Романтика', 'Путешествие во времени']",8.4,2015
205,Страна самоцветов,Houseki no Kuni,"['Экшен', 'Фэнтези', 'Сейнен', 'Драма', 'Детектив', 'Антропоморфизм']",8.4,2017
206,Почувствуй ветер,Kaze ga Tsuyoku Fuiteiru,"['Спорт', 'Драма', 'Взрослые сейю']",8.4,2018
207,Магистр дьявольского культа 2,Mo Dao Zu Shi: Xian Yun Pian,"['Фэнтези', 'Демоны', 'Экшен', 'Детектив', 'Исторический', 'Приключения', 'Драма', 'Реинкарнация']",8.4,2019
208,О моём перерождении в слизь 2 сезон,Tensei shitara Slime Datta Ken 2nd Season,"['Комедия', 'Фэнтези', 'Экшен', 'Приключения', 'Исекай', 'Реинкарнация']",8.4,2021
209,"Клинок, рассекающий демонов: Бесконечный поезд",Kimetsu no Yaiba: Mugen Ressha-hen,"['Исторический', 'Сёнен', 'Экшен', 'Фэнтези']",8.4,2021
210,Перекрёстная игра,crossgame,"['Драма', 'Романтика', 'Школа', 'Спорт', 'Сёнен', 'Командный спорт']",8.4,2009
211,Ковбой Бибоп: Достучаться до небес,Cowboy Bebop: Tengoku no Tobira / CB Movie,"['Экшен', 'Фантастика', 'Космос', 'Взрослые сейю']",8.4,2001
212,Яркая Тихая 2 сезон,Chihayafuru 2,"['Драма', 'Игры', 'Спорт', 'Дзёсей', 'Школа', 'Любовный многоугольник']",8.4,2013
213,Баракамон,Barakamon,"['Повседневность', 'Уход за детьми', 'Ияшикей', 'Изобразительное искусство']",8.4,2014
214,Мартовский лев,3-gatsu no Lion,"['Драма', 'Игры', 'Повседневность', 'Сейнен', 'Уход за детьми', 'Ияшикей']",8.4,2016
215,Реинкарнация безработного: История о приключениях в другом мире,Mushoku Tensei: Isekai Ittara Honki Dasu,"['Драма', 'Фэнтези', 'Этти', 'Исекай', 'Реинкарнация']",8.4,2021
216,Восхождение в тени! 2 сезон,Kage no Jitsuryokusha ni Naritakute! 2nd season,"['Экшен', 'Комедия', 'Фэнтези', 'Исекай', 'Реинкарнация']",8.4,Онгоинг
217,Шумиха!,Baccano!,"['Экшен', 'Детектив', 'Комедия', 'Исторический', 'Сверхъестественное', 'Организованная преступность']",8.4,2007
218,Истории ран. Часть 1: Железная кровь,Kizumonogatari I: Tekketsu-hen / KMG,"['Вампиры', 'Экшен', 'Детектив', 'Сверхъестественное']",8.4,2016
